title,summary,image
Japan,"Japan is an island country in East Asia. Located in the Pacific Ocean off the northeast coast of the Asian mainland, it is bordered to the west by the Sea of Japan and extends from the Sea of Okhotsk in the north to the East China Sea in the south. The Japanese archipelago consists of four major islands alongside 14,121 smaller islands. Japan is divided into 47 administrative prefectures and eight traditional regions, and around 75% of its terrain is mountainous and heavily forested, concentrating its agriculture and highly urbanized population along its eastern coastal plains. With a population of almost 123 million as of 2026, it is the world's 11th most populous country. Tokyo is the country's capital and largest city. The first known habitation of the archipelago dates to the Upper Paleolithic, with the beginning of the Japanese Paleolithic dating to c. 36,000 BC. Between the 4th and 6th centuries, its kingdoms were united under an emperor in Nara and later in Heian-kyō. From the 12th century, actual power was held by military aristocrats known as shōgun and feudal lords called daimyō, enforced by warrior nobility named samurai. After rule by the Kamakura and Ashikaga shogunates and a century of warring states, Japan was unified in 1600 by the Tokugawa shogunate, which implemented an isolationist foreign policy. In 1853, an American fleet forced Japan to open trade to the West, which led to the end of the shogunate and the restoration of imperial power in 1868.  The Meiji period saw Japan pursue rapid industrialization, modernization, militarism, and overseas colonization. The country annexed Korea in 1910, invaded China in 1937, and attacked the U.S. and European colonial powers in 1941, thus entering World War II as an Axis power. After being defeated in the Pacific War and suffering the U.S. atomic bombings of Hiroshima and Nagasaki, Japan surrendered in 1945 and came under Allied occupation. It underwent rapid economic growth in the following decades and became one of the first major non-NATO allies of the U.S. Since the collapse of the Japanese asset price bubble in the early 1990s, it has experienced a prolonged period of economic stagnation referred to as the Lost Decades. Japan is a constitutional monarchy with a bicameral legislature known as the National Diet. Widely considered a great power and the only Asian member of the G7, it maintains one of the world's strongest militaries but has constitutionally renounced its right to declare war. A developed country with one of the world's largest economies by nominal GDP, it is a global leader in the automotive, electronics, and robotics industries, in addition to making significant contributions to science and technology. It has one of the world's highest life expectancies, but is undergoing a population decline. The culture of Japan is well known around the world, particularly its popular culture as expressed in animation, art, comics, cuisine, fashion, films, music, television, theatre and video games.",https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg
Germany,"Germany, officially the Federal Republic of Germany, is a country in Western and Central Europe. It lies between the Baltic Sea and the North Sea to the north with the Alps to the south. Its sixteen constituent states have a total population of over 82 million, making it the most populous member state of the European Union (EU). Germany borders Denmark to the north; Poland and the Czech Republic to the east; Austria and Switzerland to the south; and France, Luxembourg, Belgium, and the Netherlands to the west. The nation's capital and most populous city is Berlin and its main financial centre is Frankfurt; the largest urban area is the Ruhr. Settlement in the territory of modern Germany began in the Lower Paleolithic, with various tribes inhabiting it from the Neolithic onward, chiefly the Celts, and Germanic tribes inhabiting the north. Romans named the area Germania. In 962, the Kingdom of Germany formed the bulk of the Holy Roman Empire. During the 16th century, northern German regions became the centre of the Protestant Reformation. Following the Napoleonic Wars and the dissolution of the Holy Roman Empire in 1806, the German Confederation was formed in 1815. Unification of Germany into the modern nation-state, led by Prussia, established the German Empire in 1871. After World War I and a revolution, the Empire was replaced by the Weimar Republic. The Nazi rise to power in 1933 led to the establishment of a totalitarian dictatorship, World War II, and the Holocaust. In 1949, after the war and Allied occupation, Germany was organised into two separate polities with limited sovereignty: the Federal Republic of Germany (FRG), or West Germany, and the German Democratic Republic (GDR), or East Germany. The FRG was a founding member of the European Economic Community, while the GDR was a communist Eastern Bloc state and a founding member of the Warsaw Pact. After the fall of the communist led-government in East Germany, German reunification saw the former East German states join the FRG on 3 October 1990. Germany is a developed country with a strong economy; it has the largest economy in Europe by nominal GDP. As a major force in several industrial, scientific and technological sectors, Germany is both the world's third-largest exporter and third-largest importer. Widely considered a great power, Germany is part of multiple international organisations and forums. It has the third-highest number of UNESCO World Heritage Sites: 55, of which 52 are cultural.",https://upload.wikimedia.org/wikipedia/commons/d/da/Coat_of_arms_of_Germany.svg
France,"France, officially the French Republic, is a country primarily located in Western Europe. Its overseas regions and territories include French Guiana in South America, Saint Pierre and Miquelon in the North Atlantic, the French West Indies, and many islands in Oceania and the Indian Ocean. Metropolitan France shares borders with Belgium and Luxembourg to the north; Germany to the northeast; Switzerland to the east; Italy and Monaco to the southeast; Andorra and Spain to the south; and a maritime border with the United Kingdom to the northwest. Its metropolitan area extends from the Rhine to the Atlantic Ocean and from the Mediterranean Sea to the English Channel and the North Sea. Its 18 integral regions—five of which are overseas—span a combined area of 632,702 km2 (244,288 sq mi), with a total population estimated at over 69.1 million in 2026. Its capital, largest city and main cultural and economic centre is Paris. Metropolitan France was settled during the Iron Age by Celtic tribes known as Gauls before Rome annexed the area in 51 BC, leading to a distinct Gallo-Roman culture. In the Early Middle Ages, the Franks formed the kingdom of Francia, which became the heartland of the Carolingian Empire. The Treaty of Verdun of 843 partitioned the empire, with West Francia evolving into the Kingdom of France. In the High Middle Ages, France was a powerful but decentralised feudal kingdom, but from the mid-14th to the mid-15th centuries, France was plunged into a dynastic conflict with England known as the Hundred Years' War. In the 16th century, French culture flourished during the French Renaissance, and a French colonial empire emerged. Internally, France was dominated by the conflict with the House of Habsburg and the French Wars of Religion between Catholics and Huguenots. France was successful in the Thirty Years' War and further increased its influence during the reign of Louis XIV. The French Revolution of 1789 overthrew the Ancien Régime and produced the Declaration of the Rights of Man, which expresses the nation's ideals to this day. France reached its political and military zenith in the early 19th century under Napoleon Bonaparte, subjugating much of continental Europe and establishing the First French Empire. Its collapse initiated a period of relative decline during which France endured the Bourbon Restoration until the founding of the French Second Republic, which was succeeded by the Second French Empire upon Napoleon III's takeover. His empire collapsed during the Franco-Prussian War in 1870. This led to the establishment of the French Third Republic, and a period of economic prosperity and cultural and scientific flourishing known as the Belle Époque. France was one of the major participants of World War I, from which it emerged victorious at great human and economic cost. It was among the Allies of World War II, but it surrendered and was occupied by Germany in 1940. Following its liberation in 1944, the short-lived Fourth Republic was established and later dissolved over the course of the Algerian War. The current Fifth Republic, a semi-presidential system, was formed in 1958 by Charles de Gaulle. Algeria and most French colonies became independent in the 1960s, with the majority retaining close economic and military ties with France. France retains its centuries-long status as a global centre of art, science, cuisine and philosophy. It hosts the fourth-largest number of UNESCO World Heritage Sites, with 54 in total, and is the world's leading tourist destination, having received 102 million foreign visitors in 2025. A developed country, France has a high nominal per capita income globally, and its economy ranks among the largest in the world by both nominal GDP and PPP-adjusted GDP. It is a great power, being one of the five permanent members of the United Nations Security Council and an official nuclear-weapon state. The country is part of multiple international organisations and forums.",https://upload.wikimedia.org/wikipedia/commons/a/a3/EU-France.svg
Singapore,"Singapore, officially the Republic of Singapore, is an island country and city-state in Southeast Asia. Its territory comprises a main island, over 60 satellite islands and islets, and one outlying islet. The country is about one degree of latitude (137 kilometres or 85 miles) north of the equator, off the southern tip of the Malay Peninsula, bordering the Strait of Malacca to the west, the Singapore Strait to the south along with the Riau Islands in Indonesia, the South China Sea to the east and the Straits of Johor along with the State of Johor in Malaysia to the north. In its early history, Singapore was a maritime emporium known as Temasek; subsequently, it was a major constituent of several successive thalassocratic empires. Its contemporary era began in 1819, when Stamford Raffles established Singapore as an entrepôt trading post of the British Empire. In 1867, Singapore came under direct British control as part of the Straits Settlements. During World War II, Singapore was occupied by Japan in 1942 and returned to Britain as a Crown colony following Japan's surrender in 1945. Singapore gained self-governance in 1959 and in 1963 became part of the new federation of Malaysia, alongside Malaya, North Borneo and Sarawak. Ideological differences led to Singapore's expulsion from the federation two years later; it became an independent sovereign country in 1965. After early years of turbulence and despite lacking natural resources and a hinterland, the nation rapidly developed to become one of the Four Asian Tigers. As a highly developed country, Singapore has the highest PPP-adjusted GDP per capita in the world and is the only country in Asia with a AAA sovereign credit rating from all major rating agencies. Identified as a tax haven, it is a major aviation, financial and maritime shipping hub and has consistently been ranked as one of the most expensive cities for expatriates and foreign workers. Singapore ranks highly in key social indicators: education, healthcare, housing, peacefulness, passport strength, personal safety and infrastructure, with a high home-ownership rate. Singaporeans enjoy one of the longest life expectancies, fastest Internet connection speeds, lowest infant mortality rates and lowest levels of corruption in the world. Singapore is organised into five regions, 55 planning areas and hundreds of subzones. It has the second highest population density of any country, although there are numerous green and recreational spaces as a result of urban planning. With a multicultural population and in recognition of the cultural identities of the country's major ethnic groups, Singapore has four official languages: English, Malay, Mandarin and Tamil. English is the common language, with exclusive use in numerous public services. Multi-racialism is enshrined in the constitution and continues to shape national policies. Singapore is a parliamentary republic and its legal system is based on common law. While it is constitutionally a multi-party democracy where free elections are regularly held, it functions as a de facto one-party state, with the People's Action Party (PAP) maintaining continuous political dominance since 1959. The PAP's longstanding control has resulted in limited political pluralism and a highly centralised governance structure over national institutions. One of the five founding members of ASEAN, Singapore is also the headquarters of the Asia-Pacific Economic Cooperation Secretariat, the Pacific Economic Cooperation Council Secretariat and is the host city of many international conferences and events. Singapore is also a member of the United Nations, the World Trade Organization, the East Asia Summit, the Non-Aligned Movement and the Commonwealth of Nations.",https://upload.wikimedia.org/wikipedia/commons/d/db/Singapore_Airlines%2C_Airbus_A380-800_9V-SKI_%2750th_anniversary_of_Singapore%27_NRT_%2820786371995%29.jpg
Israel,"Israel, officially the State of Israel, is a country in the Southern Levant region of West Asia. It is bordered by Lebanon to the north, Syria to the northeast, Jordan to the east, and Egypt to the southwest. Israel's western coast lies on the Mediterranean Sea, its southern tip reaches the Red Sea, and to the east is Earth's lowest point near the Dead Sea. Jerusalem is the government seat and proclaimed capital, while Tel Aviv is Israel's largest urban area and economic centre. The Land of Israel, also called Palestine or the Holy Land, was home to the ancient Canaanites and later the kingdoms of Israel and Judah and Hasmonean Judea. Located near continental crossroads, its demographics shifted under various empires. 19th-century European antisemitism fuelled the Zionist movement for a Jewish homeland, which gained British support with the 1917 Balfour Declaration. After World War I, Britain occupied the region and established Mandatory Palestine. British rule and Jewish immigration in the leadup to the Holocaust intensified Arab-Jewish tensions, which escalated into a civil war after the 1947 United Nations (UN) Partition Plan. Israel declared independence as the British Mandate ended on 14 May 1948, followed by an invasion by Arab states. The 1949 armistice expanded Israel beyond the UN plan, while no new Arab state was created, leaving Gaza under Egyptian control and the West Bank ruled by Jordan. Most Palestinian Arabs fled or were expelled during the Nakba, while Israeli independence prompted antisemitism in the Arab world and Jewish exodus therefrom, mainly to Israel. After the 1967 Six-Day War, Israel occupied the West Bank, Gaza and Egyptian Sinai, and annexed East Jerusalem and the Syrian Golan Heights. Peace treaties were signed with Egypt in 1979 (the Sinai being returned in 1982) and Jordan in 1994. The 1993 Oslo Accords introduced limited Palestinian self-rule in the West Bank and Gaza, while the 2020 Abraham Accords normalised ties with more Arab states, but the Israeli–Palestinian conflict persists. Israeli occupation of the Palestinian territories has drawn international criticism, with experts calling its actions war crimes and crimes against humanity. After the Hamas-led October 7 attacks, Israel began committing genocide against Palestinians in Gaza. Israel and its allies, including the United States, reject that Israel's actions constitute genocide. The Basic Laws of Israel establish the Knesset as a proportionally elected parliament. It shapes the government, led by the prime minister, and elects the largely ceremonial president. Israel has one of the Middle East's largest economies, one of Asia's highest living standards, and globally ranks 25th in nominal GDP and 14th in nominal GDP per capita. One of the world's most technologically advanced countries, Israel allocates a larger share of its economy to research and development than any other state and is believed to possess nuclear weapons. The only country with a revived official language, Hebrew, the culture of Israel combines Jewish traditions with Arab influences.",https://upload.wikimedia.org/wikipedia/commons/7/76/Countries_recognizing_Israel.svg
Pakistan,"Pakistan, officially the Islamic Republic of Pakistan, is a country in South Asia. It is the fifth-most populous country, with a population of over 241.5 million, having the second-largest Muslim population as of 2023. Islamabad is the nation's capital, while Karachi is its largest city and financial centre. Pakistan is the 33rd-largest country by area. Bounded by the Arabian Sea on the south, the Gulf of Oman on the southwest, and the Sir Creek on the southeast, it shares land borders with India to the east; Afghanistan to the west; Iran to the southwest; and China to the northeast. It shares a maritime border with Oman in the Gulf of Oman, and is separated from Tajikistan in the northwest by Afghanistan's narrow Wakhan Corridor. Pakistan is the site of several ancient cultures, including the 8,500-year-old Neolithic site of Mehrgarh in Balochistan, the Indus Valley Civilisation of the Bronze Age, and the ancient Gandhara civilisation. The regions that compose the modern state of Pakistan were the realm of multiple empires and dynasties, including the Achaemenid, the Maurya, the Kushan, the Gupta; the Umayyad Caliphate in its southern regions, the Hindu Shahis, the Ghaznavids, the Delhi Sultanate, the Samma, the Shah Miris, the Mughals, and finally, the British Raj from 1858 to 1947. Spurred by the Pakistan Movement, which sought a homeland for the Muslims of British India, and election victories in 1946 by the All-India Muslim League, Pakistan gained independence in 1947 after the partition of British India, which awarded separate statehood to its Muslim-majority regions and was accompanied by an unparalleled mass migration and loss of life. Initially a dominion of the British Commonwealth, Pakistan adopted a republican constitution in 1956 and became an Islamic republic with two geographically separate provinces, East Pakistan and West Pakistan. East Pakistan seceded as the new country of Bangladesh in 1971 after a nine-month-long civil war. In the following four decades, Pakistan has been ruled by governments that alternated between civilian and military, democratic and authoritarian, relatively secular and Islamist. Pakistan is considered a middle power and is a declared nuclear-weapon state, with the world's seventh-largest standing armed forces. The Pakistani economy is ranked amongst the world's emerging and growth-leading economies, with a large and rapidly growing middle class. Pakistan's political history since independence has been characterised by periods of significant economic and military growth as well as those of political and economic instability. It is an ethnically and linguistically diverse country, with similarly diverse geography and wildlife. The country continues to face poverty, illiteracy, corruption, and terrorism. Pakistan is a member of the United Nations, the Shanghai Cooperation Organisation, the Organisation of Islamic Cooperation, the Commonwealth of Nations, the South Asian Association for Regional Cooperation, and the Islamic Military Counter-Terrorism Coalition, and is designated as a major non-NATO ally by the United States.",https://upload.wikimedia.org/wikipedia/commons/1/17/Hockey_Nederland_tegen_Pakistan_3-1%2C_Amsterdam%2C_de_Wereldcup_die_Pakistan_onlan%E2%80%A6%2C_Bestanddeelnr_925-0964.jpg
Philippines,"The Philippines, officially the Republic of the Philippines, is an archipelagic country in Southeast Asia. Located in the western Pacific Ocean, it consists of about 7,641 islands, with a total area of about 300,000 square kilometers, which are broadly categorized in three main geographical divisions from north to south: Luzon, Visayas, and Mindanao. With a population of over 114 million, it is the world's twelfth-most-populous country. The Philippines is bounded by the South China Sea to the west, the Philippine Sea to the east, and the Celebes Sea to the south. It shares maritime borders with Taiwan to the north, Japan to the northeast, Palau to the east and southeast, Indonesia to the south, Malaysia to the southwest, Vietnam to the west, and China to the northwest. It has diverse ethnicities and a rich culture. Manila is the country's capital, and its most populated city is Quezon City. Both are within Metro Manila. Negritos, the archipelago's earliest inhabitants, were followed by waves of Austronesian peoples. The adoption of animism, Hinduism with Buddhist influence, and Islam established island-kingdoms. Extensive overseas trade with neighbors such as the late Tang or Song empire brought Chinese people to the archipelago as well, which would also gradually settle in and intermix over the centuries. The arrival of the explorer Ferdinand Magellan marked the beginning of Spanish colonization. In 1543, Spanish explorer Ruy López de Villalobos named the archipelago las Islas Filipinas in honor of King Philip II. Catholicism became the dominant religion, and Manila became the western hub of trans-Pacific trade. Hispanic immigrants from Latin America and Iberia would also selectively colonize. The Philippine Revolution began in 1896, and became entwined with the 1898 Spanish–American War. Spain ceded the territory to the United States, and Filipino revolutionaries declared the First Philippine Republic. The ensuing Philippine–American War ended with the United States controlling the territory until the Japanese invasion of the islands during World War II. After the United States retook the Philippines from the Japanese, the Philippines became independent in 1946. Since then, the country notably experienced a period of martial law from 1972 to 1981 under the dictatorship of Ferdinand Marcos and his subsequent overthrow by the People Power Revolution in 1986, returning to democracy. The Philippines is an emerging market and a developing and newly industrialized country, whose economy is transitioning from being agricultural to service- and manufacturing-centered. It has a variety of natural resources and a globally-significant level of biodiversity. The country is also part of multiple international organizations and forums, mainly in ASEAN. Despite its fast economic growth, it continues to struggle with inequality, widespread corruption, and vulnerability to natural disasters due to its location within the Pacific Ring of Fire, and to the equator, making it prone to earthquakes, monsoon rains, and typhoons, to which the Philippines has built a resilience.",https://upload.wikimedia.org/wikipedia/commons/5/50/Banaue_Philippines_Banaue-Rice-Terraces-01.jpg
Brazil,"Brazil, officially the Federative Republic of Brazil, is the largest country in South America. It is also the world's fifth-largest country by area and the seventh-largest by population, with over 213 million people. Brazil is a federation composed of 26 states and a Federal District, which hosts the capital, Brasília. Its most populous city is São Paulo, followed by Rio de Janeiro. Brazil has the most Portuguese speakers in the world and is the only country in the Americas where Portuguese is an official language. Bounded by the Atlantic Ocean on the east, Brazil has a coastline of 7,491 kilometers (4,655 mi), among the longest in the world. Covering roughly half of South America's land area, it borders all other countries and territories on the continent except Ecuador and Chile. Brazil encompasses a wide range of tropical and subtropical landscapes, as well as wetlands, savannas, plateaus, and low mountains. It contains most of the Amazon basin, including the world's largest river system and most extensive virgin tropical forest. Brazil has diverse wildlife, a variety of ecological systems, and extensive natural resources spanning numerous protected habitats. It ranks first among 17 megadiverse countries, with its natural heritage being the subject of significant global interest, as environmental degradation (through processes such as deforestation) directly affect global issues such as climate change and biodiversity loss. Brazil was inhabited by various indigenous peoples prior to the landing of Portuguese explorer Pedro Álvares Cabral in 1500. The territory was subsequently claimed and settled by Portugal, which founded the country's first city, São Vicente, in 1532 and imported enslaved Africans to work on plantations. Brazil remained a colony until 1815, when it was elevated to a united kingdom with Portugal after the transfer of the Portuguese court to Rio de Janeiro. Prince Pedro of Braganza declared Brazilian independence in 1822 and, after waging a war against Portugal, established the Empire of Brazil. The country's first constitution in 1824 established a bicameral legislature and enshrined principles such as freedom of religion and the press; slavery was gradually abolished until its final abolition in 1888. Brazil became a presidential republic following a military coup d'état in 1889. An armed revolution in 1930 ended the First Republic and brought Getúlio Vargas to power. Vargas' self-coup in 1937 ushered the authoritarian Estado Novo, in which he oversaw Brazil's involvement in World War II. Democracy was restored after Vargas' ousting in 1945. An authoritarian military dictatorship emerged in 1964 with support from the United States and ruled until 1985, after which civilian governance resumed. Brazil's current constitution, enacted in 1988, defines it as a democratic federal republic. Brazil is a regional and middle power, and has been described as a rising global power. It is an emerging, upper-middle income economy and newly industrialized country, with one of the 10 largest economies in the world in both nominal and PPP terms, the largest economy in Latin America and the Southern Hemisphere, and the largest share of wealth in South America. With a complex and highly diversified economy, Brazil is one of the world's major or primary exporters of various agricultural goods, mineral resources, and manufactured products. The country ranks thirteenth in the world by number of UNESCO World Heritage Sites. Brazil is a founding member of the United Nations, the G20, BRICS, G4, Mercosur, Organization of American States, Organization of Ibero-American States, and the Community of Portuguese Language Countries; it is also an observer state of the Arab League and a major non-NATO ally of the United States.",https://upload.wikimedia.org/wikipedia/commons/f/f6/Brazil_Labelled_Map.svg
Italy,"Italy, officially the Italian Republic, is a country in Southern and Western Europe. It consists of a peninsula that extends into the Mediterranean Sea, with the Alps on its northern land border, as well as nearly 800 islands, notably Sicily and Sardinia. Italy shares land borders with France to the west; Switzerland and Austria to the north; Slovenia to the east; and the two enclaves of Vatican City and San Marino. It is the tenth-largest country in Europe by area, covering 301,340 km2 (116,350 sq mi), and the third-most populous member state of the European Union, with nearly 59 million inhabitants. Italy's capital and largest city is Rome; other major cities include Milan (the largest metropolitan area in the country), Naples, Turin, Palermo, Bologna, Florence, Genoa, and Venice. The history of Italy goes back to numerous Italic peoples, notably including the ancient Romans, who conquered the Mediterranean world during the Roman Republic and ruled it for centuries during the Roman Empire. With the spread of Christianity, Rome became the seat of the Catholic Church and the Papacy. Barbarian invasions and other factors led to the decline and fall of the Western Roman Empire between late antiquity and the Early Middle Ages. By the 11th century, Italian city-states and maritime republics expanded, bringing renewed prosperity through commerce and laying the groundwork for modern capitalism. The Italian Renaissance flourished during the 15th and 16th centuries and spread to the rest of Europe. Italian explorers discovered new routes to the Far East and the New World, contributing significantly to the Age of Discovery. After centuries of political and territorial divisions, the Kingdom of Italy was established in 1861, following wars of independence and the Expedition of the Thousand. From the late 19th to the early 20th century, Italy industrialised and acquired a colonial empire, while the south remained largely impoverished, fuelling a large immigrant diaspora to the Americas. From 1915 to 1918, Italy took part in World War I with the Entente against the Central Powers. In 1922, the Italian fascist dictatorship was established. During World War II, Italy was first part of the Axis until an armistice with the Allied powers (1940–1943), then a co-belligerent of the Allies during the Italian resistance and liberation of Italy from German occupation and the collaborationist RSI (1943–1945). In 1946, the monarchy was replaced by a republic and the country made a strong recovery. A developed country with an advanced economy, Italy has the eighth-largest nominal GDP in the world, the second-largest manufacturing sector in Europe, and plays a significant role in regional and – to a lesser extent – global economic, military, cultural, and political affairs. It is a founding and leading member of the European Union, and is part of numerous other international organisations and forums. As a cultural superpower, Italy has long been a renowned global centre of art, music, literature, cuisine, fashion, science and technology, and the source of multiple inventions and discoveries. It has the highest number of World Heritage Sites (61) and is the fifth-most visited country in the world.",https://upload.wikimedia.org/wikipedia/commons/b/ba/EU-Italy.svg
Netherlands,"The Netherlands, informally Holland, is a country in Northwestern Europe, with overseas territories in the Caribbean. It is the largest of the four constituent countries of the Kingdom of the Netherlands. The Netherlands consists of twelve provinces and three overseas special municipalities. European Netherlands has land borders with Germany to the east and with Belgium to the south, and a coastline to the north and west. It shares maritime borders with the United Kingdom, Germany, and Belgium in the North Sea. The official language is Dutch, with West Frisian as a secondary official language in the province of Friesland. Dutch, English, and Papiamento are official in the Caribbean territories. People from the Netherlands are referred to as Dutch. Netherlands literally means ""lower countries"", in reference to its low elevation and flat topography, 26% of which is below sea level. Most of the areas below sea level, known as polders, are the result of land reclamation that began in the 14th century. In the Republican period, the Dutch Republic experienced major political, economic, and cultural development; this period is commonly known as the Dutch Golden Age. During this time, its trading companies, the Dutch East India Company and the Dutch West India Company, established multiple colonies and trading posts. While neutral in the First World War, the Netherlands was invaded and occupied by Nazi Germany in 1940 during the Second World War, which lasted until the end of the war in 1945. With a population of over 18 million people, all living within a total area of 41,850 km2 (16,160 sq mi)—of which the land area is 33,500 km2 (12,900 sq mi)—the Netherlands is the 26th most densely populated country, with a density of 541 people per square kilometre (1,400 people/sq mi). Nevertheless, it is the world's second largest exporter of food and agricultural products by value, owing to its fertile soil, mild climate, intensive agriculture, and inventiveness. The four largest cities in the Netherlands are Amsterdam, Rotterdam, The Hague and Utrecht. Amsterdam is the country's most populous city and the nominal capital, though the primary national political institutions are in The Hague. The Netherlands has been a parliamentary constitutional monarchy with a unitary structure since 1848. The country has a tradition of pillarisation (separation of citizens into groups by religion and political beliefs) and a long record of social tolerance, having legalised prostitution and euthanasia, along with maintaining a liberal drug policy. The Netherlands allowed women's suffrage in 1919 and was the first country to legalise same-sex marriage in 2001. Its mixed-market advanced economy is the eighteenth-largest in the world, and has the eleventh-highest per capita income globally. The Hague holds the seat of the States General, cabinet, and Supreme Court. The Port of Rotterdam is the busiest in Europe. Schiphol is the busiest airport in the Netherlands, and the fourth busiest in Europe. Being a developed country, the Netherlands is a founding member of the European Union, eurozone, G10, NATO, OECD, and WTO, as well as a part of the Schengen Area and the trilateral Benelux Union. It hosts intergovernmental organisations and international courts, many of which are in The Hague.",https://upload.wikimedia.org/wikipedia/commons/2/27/EU-Netherlands.svg
New Zealand,"New Zealand is an island country in the southwestern Pacific Ocean. It consists of two main landmasses—the North Island (Te Ika-a-Māui) and the South Island (Te Waipounamu)—and over 600 smaller islands. It is the sixth-largest island country by area and lies east of Australia across the Tasman Sea and south of the islands of New Caledonia, Fiji, and Tonga. The country's varied topography and sharp mountain peaks, including the Southern Alps (Kā Tiritiri o te Moana), owe much to tectonic uplift and volcanic eruptions. New Zealand's capital city is Wellington, and its most populous city is Auckland. The islands of New Zealand were the last large habitable land to be settled by humans. Between about 1280 and 1350, Polynesians began to settle in the islands and subsequently developed a distinctive Māori culture. In 1642, the Dutch explorer Abel Tasman became the first European to sight and record New Zealand. In 1769, the British explorer Captain James Cook became the first European to set foot on and map New Zealand. In 1840, representatives of the United Kingdom and Māori chiefs signed the Treaty of Waitangi, which paved the way for Britain's declaration of sovereignty later that year and the establishment of the Crown Colony of New Zealand in 1841. Subsequently, a series of conflicts between the colonial government and Māori tribes resulted in the alienation and confiscation of large amounts of Māori land. New Zealand became a dominion in 1907; it gained full statutory independence in 1947, retaining the monarch as head of state. Today, the majority of New Zealand's population of around 5.3 million is of European descent; the indigenous Māori are the largest minority, followed by Asians and Pasifika. Reflecting this, New Zealand's culture mainly derives from Māori and early British settlers but has recently broadened from increased immigration. The official languages are English, Māori, and New Zealand Sign Language, with the local dialect of English being dominant. A developed country, New Zealand was the first to introduce a minimum wage and to give women the right to vote. Recognised as a middle power, New Zealand ranks very highly in international measures of quality of life and human rights and has one of the lowest levels of perceived corruption in the world. It retains visible levels of inequality, including structural disparities between its Māori and European populations. During the 1980s, New Zealand underwent major economic changes that transformed it from a protectionist to a liberalised free-trade economy. The service sector dominates the country's economy, followed by the industrial sector, and agriculture; international tourism is also a significant source of revenue. New Zealand and Australia have a strong relationship and are considered to share a strong Trans-Tasman identity, stemming from centuries of British colonisation. The country is part of multiple international organisations and forums. Nationally, legislative authority is vested in an elected, unicameral Parliament, while executive political power is exercised by the Government, led by the prime minister, currently Christopher Luxon. Charles III is the country's king and is represented by the governor-general, Cindy Kiro. New Zealand is organised into 11 regional councils and 67 territorial authorities for local government purposes. The Realm of New Zealand also includes Tokelau (a dependent territory); the Cook Islands and Niue (self-governing states in free association with New Zealand); and the Ross Dependency, which is New Zealand's territorial claim in Antarctica.",https://upload.wikimedia.org/wikipedia/commons/3/3b/1863_Meeting_of_Settlers_and_Maoris_at_Hawke%27s_Bay%2C_New_Zealand.jpg
Ukraine,"Ukraine is a country in Eastern Europe. It is the second-largest country in Europe after Russia, which borders it to the east and northeast. Ukraine also borders Belarus to the north; Poland and Slovakia to the west; Hungary, Romania and Moldova to the southwest; and the Black Sea and the Sea of Azov to the south and southeast. Kyiv is Ukraine's capital and largest city, followed by Kharkiv, Odesa, and Dnipro. The official language of the country is Ukrainian. Ukraine covers an area of 603,628 km2 (233,062 sq mi) with an estimated total population of 32.3 million in 2026. Humans have inhabited Ukraine since 32,000 BC. During the Middle Ages, it was the site of early Slavic expansion and later became a key centre of East Slavic culture under the state of Kievan Rus', which emerged in the 9th century. Kievan Rus' became the largest and most powerful realm in Europe in the 10th and 11th centuries, but gradually disintegrated into rival regional powers before being destroyed by the Mongols in the 13th century. For the next 600 years the area was contested, divided, and ruled by a variety of external powers, including the Grand Duchy of Lithuania, the Kingdom of Poland, the Polish–Lithuanian Commonwealth, the Austrian Empire, the Ottoman Empire, and the Tsardom of Russia. The Cossack Hetmanate emerged in central Ukraine in the 17th century but was partitioned between Russia and Poland before being gradually absorbed by the Russian Empire in the 18th century. Ukrainian nationalism developed and, following the Russian Revolution in 1917, the short-lived Ukrainian People's Republic was formed. The Bolsheviks consolidated control over much of the former empire and established the Ukrainian Soviet Socialist Republic, which became a constituent republic of the Soviet Union in 1922. In the early 1930s, millions of Ukrainians died in the Holodomor, a human-made famine. During World War II, Ukraine was occupied by Germany and endured major battles and atrocities, resulting in 7 million civilians killed, including most Ukrainian Jews. Ukraine gained independence in 1991 as the Soviet Union dissolved, declaring itself neutral. A new constitution was adopted in 1996 as the country transitioned to a free market liberal democracy amid endemic corruption and a legacy of state control. The Orange Revolution of 2004–2005 ushered electoral and constitutional reforms. Resurgent political crises prompted a series of mass demonstrations in 2014 known as the Euromaidan, leading to a revolution, at the end of which Russia unilaterally occupied and annexed Ukraine's Crimean Peninsula, and pro-Russian unrest culminated in a war in Donbas with Russia and Russian-backed separatists. The 2022 Russian invasion of Ukraine began the current phase of the war. Ukraine is a unitary state and its system of government is a semi-presidential republic. Ukraine has a transition economy and has the lowest nominal GDP per capita in Europe as of 2024.  Due to its extensive fertile land, the country is an important exporter of grain, though grain production has declined since 2022 due to the Russo-Ukrainian war, endangering global food security. Ukraine is considered a middle power in global affairs. Its military is the sixth largest in the world with the eighth largest defence budget, and operates one of the world's largest and most diverse drone fleets. Ukraine is a founding member of the United Nations and a member of the Council of Europe, the World Trade Organisation, and the OSCE. It has been in the process of joining the European Union and applied to join NATO in 2022.",https://upload.wikimedia.org/wikipedia/commons/4/4f/2022_Russian_invasion_of_Ukraine.svg
